system_time_s,sim_time_s,latitude_deg,longitude_deg,altitude_m
0.01904463768005371,,43.67390061641024,-79.66395789432116,3530.7442226103108
1.5194416046142578,,43.673896299153114,-79.663955676478,3528.1561115173845
1.5194416046142578,,43.67389341813841,-79.66395417203381,3526.428329986886
1.520449161529541,,43.673890535224785,-79.66395264692075,3524.698677694694
1.520449161529541,,43.67388765073589,-79.6639511011787,3522.967178729795
1.5214483737945557,,43.67388476499559,-79.66394953485519,3521.2338569031394
1.5219535827636719,,43.67388187832778,-79.66394794800544,3519.498735743408
1.5219535827636719,,43.673879712912765,-79.66394674443536,3518.196228083999
1.5219535827636719,,43.67387682539942,-79.66394512182059,3516.4580140416674
1.522961139678955,,43.673873937846025,-79.6639434788709,3514.718064147013
1.523960828781128,,43.673871050581845,-79.66394181567544,3512.976399291728
1.523960828781128,,43.673868163955035,-79.66394013234006,3511.2330372028405
1.523960828781128,,43.673865278307396,-79.66393842897341,3509.4879976698667
1.5249605178833008,,43.67386167313089,-79.66393627176988,3507.3043711061637
1.5249605178833008,,43.67385951127417,-79.66393496260713,3505.9929698724773
1.525465965270996,,43.67385735052106,-79.66393364237929,3504.680660533266
1.525465965270996,,43.67385303286723,-79.66393096895442,3502.053352762498
1.5264732837677002,,43.673850876236145,-79.66392961587619,3500.7383717699963
1.5264732837677002,,43.67384800330688,-79.66392779494,3498.983706868226
1.5274746417999268,,43.673845133615465,-79.66392595490856,3497.227509670527
1.5274746417999268,,43.67384226748957,-79.66392409591764,3495.469801262923
1.5274746417999268,,43.67383940525172,-79.66392221809974,3493.710601922892
1.5284745693206787,,43.67383654725318,-79.66392032160223,3491.9499344684436
1.5284745693206787,,43.67383369397626,-79.66391840661534,3490.187827558989
1.5294733047485352,,43.67383084578912,-79.6639164733512,3488.424301201081
1.5294733047485352,,43.6738280029941,-79.66391452202501,3486.6593736650207
1.5304741859436035,,43.67382658370611,-79.66391353965633,3485.7763902838037
1.5304741859436035,,43.67382233468307,-79.66391056605735,3483.1253903014067
1.5304741859436035,,43.673819509696415,-79.66390856186072,3481.356372912388
